TF_ID	Family_ID	TSource_ID	Motif_ID	MSource_ID	DBID	TF_Name	TF_Species	TF_Status	Family_Name	DBDs	DBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	SR_Model	SR_NoThreshold	TfSource_Name	TfSource_URL	TfSource_Year	TfSource_Month	TfSource_Day
T091739_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101842	znf1086	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091740_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101843	znf1106	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091741_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101851	znf976	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091742_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101853	znf977	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091743_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101857	CR847893.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091744_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101864	CR293500.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091745_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101881	znf1097	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091746_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101883	FP074874.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091747_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101885	si:dkey-20i20.11	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091748_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101896	CABZ01048399.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091749_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101926	zgc:101130	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091750_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101946	si:dkey-92j16.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091751_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101955	znf1159	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091752_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101960	si:dkeyp-44d3.3	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091753_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101962	BX649328.3	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091754_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101973	CR769782.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091755_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101974	CABZ01021454.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091756_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101978	znf1127	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091757_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000101998	si:dkey-1b17.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091758_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102008	si:dkey-72l17.6	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091759_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102016	BX469910.3	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091760_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102025	znf644b	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091761_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102027	si:dkey-172k15.11	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091762_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102030	BX936303.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091763_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102033	zgc:193790	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091764_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102053	znf1164	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091765_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102062	CU182823.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091766_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102065	CR846087.4	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091767_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102074	CR388416.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091768_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102090	CABZ01021453.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091769_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102102	ZNF70	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091770_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102111	zbtb49	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091771_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102131	CR388095.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091772_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102133	si:dkey-47k16.4	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091773_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102139	CABZ01081748.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091774_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102148	CABZ01034089.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091775_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102150	CR352258.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091776_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102154	si:dkey-262g12.10	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091777_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102156	si:dkey-264f17.4	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091778_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102163	CR361561.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091779_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102177	CABZ01022254.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091780_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102268	si:ch211-79g12.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091781_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102276	CR391944.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091782_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102282	CABZ01063297.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091783_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102289	BX649417.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091784_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102311	BX572103.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091785_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102316	si:dkey-237m9.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091786_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102321	si:ch73-299h12.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091787_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102337	CR847893.3	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091788_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102347	BX640584.5	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091789_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102363	si:ch73-138e16.4	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091790_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102370	znf1094	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091791_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102371	CU570769.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091792_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102401	znf1001	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091793_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102411	BX000701.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091794_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102439	znf1149	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091795_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102449	CABZ01048402.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091796_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102455	znf1133	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091797_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102457	BX539341.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091798_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102473	zgc:171673	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091799_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102480	BX005417.3	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091800_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102536	zgc:174646	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091801_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102545	ENSDARG00000102545	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091802_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102551	jazf1a	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091803_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102559	si:dkey-16p19.5	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091804_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102561	AL645691.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091805_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102581	si:dkeyp-44b5.5	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091806_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102596	BX324179.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091807_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102600	CABZ01003344.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091808_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102601	si:dkey-15h8.15	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091809_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102606	znf1158	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091810_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102613	CR392354.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091811_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102635	znf1037	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091812_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102642	znf1139	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091813_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102648	BX537137.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091814_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102658	BX005085.4	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091815_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102665	CABZ01033180.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091816_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102673	si:dkey-26i24.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091817_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102678	znf1181	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091818_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102679	FP074874.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091819_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102681	BX664605.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091820_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102691	BX649556.3	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091821_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102695	znf1039	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091822_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102731	si:ch73-299h12.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091823_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102735	znf1141	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091824_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102738	si:ch73-138e16.8	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091825_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102749	CABZ01021450.3	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091826_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102752	znf1048	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091827_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102754	CABZ01061549.1	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091828_2.00	F135_2.00	TS12_2.00	M08351_2.00	MS52_2.00	ENSDARG00000102761	zbtb42	Danio_rerio	I	C2H2 ZF	zf-C2H2	1	0.7554544955391291	B2RXF5_2-4.RCADE	ChIP-seq	Schmitges2016	ChIP-seq	Schmitges	2016	27852650	April 2017	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091829_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102770	CT027586.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091830_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102771	ZNF70	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091831_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102774	znf687a	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091832_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102791	znf1045	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091833_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102799	znf1114	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091834_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102800	CABZ01081752.2	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091835_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102804	znf1021	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091836_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102819	znf1025	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
T091837_2.00	F135_2.00	TS12_2.00	.	.	ENSDARG00000102837	znf1145	Danio_rerio	N	C2H2 ZF	zf-C2H2	1	0.7554544955391291	.	.	.	.	.	.	.	.	SimilarityRegression	False	Ensembl	http://www.ensembl.org/	2018	Dec	8
